Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Current Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,State,Average_Monthly_Charge,Churn,Net_Revenue,Sub_Services,Married_Gender,Persona
Female,27,No,0,Bakersfield,93312,35.392599,-119.245341,0,1,Offer E,Yes,23.0,No,Yes,Fiber Optic,59.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.25,70.25,0.0,0,23.0,93.25,Churned,Competitor,Competitor had better devices,California,70.25,1,70.25,1,Single | Female,E - Churn-Risk New Users
Male,27,No,0,Upland,91784,34.141146,-117.655583,0,1,No_Offer,Yes,42.15,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Mailed Check,20.2,20.2,0.0,0,42.15,62.35,Joined,Active,Active,California,20.2,2,20.2,0,Single | Male,D - Legacy Phone-Only Users
Male,77,Yes,0,Downey,90240,33.956228,-118.120993,0,10,Offer D,Yes,6.01,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,85.55,851.75,0.0,0,60.1,911.85,Churned,Attitude,Attitude of support person,California,85.175,1,851.75,2,Married | Male,E - Churn-Risk New Users
Female,38,No,0,Fiddletown,95629,38.513484,-120.704613,0,62,Offer B,No,0.0,No,Yes,Cable,30.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,43.6,2748.7,0.0,0,0.0,2748.7,Stayed,Active,Active,California,44.33387096774193,0,2748.7,5,Single | Female,E - Churn-Risk New Users
Male,28,No,0,Diamond Springs,95619,38.683605,-120.811852,0,4,Offer E,Yes,42.06,Yes,Yes,Fiber Optic,58.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.45,330.05,0.0,0,168.24,498.29,Churned,Competitor,Competitor made better offer,California,82.5125,1,330.05,3,Single | Male,E - Churn-Risk New Users
Male,34,No,0,San Andreas,95249,38.196497,-120.61689,0,53,Offer B,Yes,39.37,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Bank Withdrawal,24.05,1301.9,0.0,0,2086.61,3388.51,Stayed,Active,Active,California,24.56415094339623,0,1301.9,0,Single | Male,D - Legacy Phone-Only Users
Female,31,Yes,2,Elk Grove,95758,38.35363,-121.44195,7,52,No_Offer,Yes,7.99,No,Yes,Fiber Optic,19.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.3,5244.45,0.0,0,415.48,5659.93,Stayed,Active,Active,California,100.85480769230767,0,5244.45,6,Married | Female,A - Premium Loyal Customers
Male,74,No,0,Dobbins,95935,39.381174,-121.21191,0,19,Offer D,Yes,39.97,Yes,Yes,Fiber Optic,9.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.2,1775.8,0.0,0,759.43,2535.23,Churned,Competitor,Competitor had better devices,California,93.46315789473684,1,1775.8,3,Single | Male,E - Churn-Risk New Users
Male,58,No,2,Playa Del Rey,90293,33.947305,-118.439841,0,18,Offer D,Yes,34.07,No,Yes,DSL,28.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.65,747.2,0.0,40,613.26,1400.46,Stayed,Active,Active,California,41.51111111111111,0,747.2,0,Single | Male,E - Churn-Risk New Users
Male,71,Yes,0,Greenville,95947,40.160386,-120.835428,1,51,Offer B,No,0.0,No,Yes,DSL,21.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.45,1459.35,0.0,0,0.0,1459.35,Stayed,Active,Active,South Carolina,28.61470588235294,0,1459.35,2,Married | Male,E - Churn-Risk New Users
Male,69,No,0,Big Oak Flat,95305,37.818589,-120.256995,0,6,Offer E,Yes,19.74,No,Yes,DSL,7.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.7,276.5,0.0,0,118.44,394.94,Stayed,Active,Active,California,46.083333333333336,0,276.5,1,Single | Male,E - Churn-Risk New Users
Male,75,No,0,Lakeside,92040,32.909873,-116.906774,0,72,No_Offer,Yes,24.67,Yes,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,113.8,7845.8,0.0,0,1776.24,9622.04,Stayed,Active,Active,Florida,108.96944444444443,0,7845.8,7,Single | Male,A - Premium Loyal Customers
Male,26,Yes,1,Sacramento,95815,38.608405,-121.449942,7,72,No_Offer,Yes,21.29,Yes,Yes,Fiber Optic,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.6,8337.45,26.7,0,1532.88,9843.63,Stayed,Active,Active,California,115.79791666666668,0,8310.75,8,Married | Male,A - Premium Loyal Customers
Male,60,Yes,0,Elk Grove,95758,38.35363,-121.44195,3,71,Offer A,Yes,47.34,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.0,7723.7,0.0,0,3361.14,11084.84,Churned,Competitor,Competitor offered higher download speeds,California,108.78450704225352,1,7723.7,6,Married | Male,A - Premium Loyal Customers
Male,72,No,0,Montrose,91020,34.2112,-118.230625,0,57,Offer B,Yes,9.1,Yes,Yes,DSL,16.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.75,4438.2,0.0,0,518.7,4956.9,Stayed,Active,Active,Colorado,77.86315789473684,0,4438.2,5,Single | Male,A - Premium Loyal Customers
Male,38,Yes,0,Campo Seco,95226,38.233879,-120.861666,3,58,Offer B,Yes,22.14,Yes,Yes,DSL,2.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,86.1,4890.5,0.0,110,1284.12,6284.62,Stayed,Active,Active,California,84.31896551724138,0,4890.5,6,Married | Male,C - Data-Capped Digitals
Female,33,Yes,2,Concord,94521,37.971421,-121.971504,0,71,Offer A,Yes,4.15,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Bank Withdrawal,25.45,1813.35,0.0,0,294.65,2108.0,Stayed,Active,Active,California,25.54014084507042,0,1813.35,0,Married | Female,D - Legacy Phone-Only Users
Female,46,Yes,1,Inglewood,90304,33.936827,-118.359824,1,72,Offer A,Yes,24.9,Yes,Yes,DSL,19.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.7,5893.9,0.0,0,1792.8,7686.7,Stayed,Active,Active,California,81.85972222222222,0,5893.9,7,Married | Female,A - Premium Loyal Customers
Male,35,No,0,Beale Afb,95903,39.125311,-121.392283,0,17,No_Offer,Yes,27.66,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,19.15,343.45,28.63,0,470.22,785.04,Stayed,Active,Active,California,20.20294117647059,0,314.82,0,Single | Male,D - Legacy Phone-Only Users
Male,79,No,0,San Francisco,94123,37.800254,-122.436975,0,39,Offer C,Yes,41.93,Yes,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.65,3759.05,0.0,150,1635.27,5544.32,Churned,Other,Don't know,California,96.38589743589743,1,3759.05,2,Single | Male,C - Data-Capped Digitals
Female,24,Yes,1,Whittier,90602,33.972119,-118.020188,10,8,No_Offer,Yes,31.86,No,Yes,Cable,59.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,56.3,401.5,0.0,30,254.88,686.38,Stayed,Active,Active,California,50.1875,0,401.5,2,Married | Female,E - Churn-Risk New Users
Female,37,No,0,Ivanhoe,93235,36.385818,-119.224243,0,68,No_Offer,Yes,32.99,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,19.6,1441.65,0.0,0,2243.32,3684.97,Stayed,Active,Active,California,21.20073529411765,0,1441.65,0,Single | Female,D - Legacy Phone-Only Users
Male,58,Yes,3,Keeler,93530,36.560498,-117.962461,8,28,No_Offer,No,0.0,No,Yes,DSL,52.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,60.0,1682.05,0.0,0,0.0,1682.05,Stayed,Active,Active,California,60.073214285714286,0,1682.05,7,Married | Male,E - Churn-Risk New Users
Female,23,No,0,Temecula,92592,33.507255,-117.029473,0,1,Offer E,Yes,32.86,Yes,Yes,Fiber Optic,58.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,75.05,75.05,0.0,0,32.86,107.91,Churned,Competitor,Competitor made better offer,California,75.05,1,75.05,1,Single | Female,E - Churn-Risk New Users
Female,34,No,0,Blue Lake,95525,40.94338,-123.831799,0,2,Offer E,Yes,39.5,No,Yes,Cable,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.25,74.2,0.0,0,79.0,153.2,Joined,Active,Active,California,37.1,2,74.2,1,Single | Female,E - Churn-Risk New Users
Male,21,Yes,3,Santa Clarita,91350,34.502432,-118.41459,6,71,No_Offer,Yes,11.3,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Mailed Check,19.45,1378.45,0.0,0,802.3,2180.75,Stayed,Active,Active,California,19.414788732394367,0,1378.45,0,Married | Male,D - Legacy Phone-Only Users
Male,69,No,0,Los Angeles,90067,34.057496,-118.413959,0,30,No_Offer,Yes,19.92,Yes,Yes,DSL,30.0,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,69.1,2093.9,21.08,0,597.6,2670.42,Stayed,Active,Active,California,69.79666666666667,0,2072.82,4,Single | Male,B - Balanced Bundle Seekers
Male,53,Yes,0,Rio Vista,94571,38.148862,-121.737696,7,34,No_Offer,Yes,26.03,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,19.6,678.8,0.0,0,885.02,1563.82,Stayed,Active,Active,California,19.96470588235294,0,678.8,0,Married | Male,D - Legacy Phone-Only Users
Male,56,No,0,South El Monte,91733,34.04622,-118.053753,0,32,No_Offer,Yes,37.48,Yes,Yes,DSL,15.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,83.7,2633.3,0.0,0,1199.36,3832.66,Stayed,Active,Active,California,82.290625,0,2633.3,7,Single | Male,A - Premium Loyal Customers
Male,58,Yes,3,Los Angeles,90027,34.127194,-118.295647,8,6,Offer E,Yes,31.73,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Mailed Check,25.4,153.3,0.0,0,190.38,343.68,Stayed,Active,Active,California,25.55,0,153.3,0,Married | Male,D - Legacy Phone-Only Users
Female,35,Yes,0,Sunol,94586,37.587494,-121.862856,6,45,Offer B,Yes,42.32,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,25.5,1121.05,0.0,0,1904.4,3025.45,Stayed,Active,Active,California,24.912222222222223,0,1121.05,0,Married | Female,D - Legacy Phone-Only Users
Female,31,No,0,Seaside,93955,36.625114,-121.823565,0,37,No_Offer,No,0.0,No,Yes,DSL,10.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,28.6,973.55,0.0,0,0.0,973.55,Churned,Other,Don't know,California,26.31216216216216,1,973.55,2,Single | Female,E - Churn-Risk New Users
Male,75,No,0,Greenview,96037,41.528541,-122.955018,0,11,No_Offer,Yes,2.63,Yes,Yes,Fiber Optic,13.0,No,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,111.4,1183.05,0.0,40,28.93,1251.98,Stayed,Active,Active,Illinois,107.55,0,1183.05,5,Single | Male,E - Churn-Risk New Users
Male,73,No,0,Glendale,91202,34.167926,-118.267539,0,2,No_Offer,Yes,15.19,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,72.6,154.3,0.0,0,30.38,184.68,Joined,Active,Active,Arizona,77.15,2,154.3,1,Single | Male,E - Churn-Risk New Users
Female,76,Yes,0,Lakeport,95453,39.080469,-122.955176,6,1,No_Offer,Yes,41.16,No,Yes,Fiber Optic,6.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,76.4,76.4,0.0,0,41.16,117.56,Churned,Attitude,Attitude of support person,California,76.4,1,76.4,2,Married | Female,E - Churn-Risk New Users
Female,27,Yes,0,Fountain Valley,92708,33.712036,-117.950113,10,23,No_Offer,No,0.0,No,Yes,DSL,42.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,34.6,813.45,0.0,0,0.0,813.45,Stayed,Active,Active,California,35.36739130434783,0,813.45,3,Married | Female,E - Churn-Risk New Users
Female,32,No,0,Vallejo,94592,38.093701,-122.276589,0,29,No_Offer,Yes,17.87,Yes,Yes,Cable,26.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.1,1912.15,0.0,0,518.23,2430.38,Stayed,Active,Active,California,65.93620689655172,0,1912.15,4,Single | Female,E - Churn-Risk New Users
Male,27,Yes,1,Huron,93234,36.217864,-120.080117,1,68,No_Offer,Yes,29.67,Yes,Yes,Fiber Optic,85.0,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.5,5696.6,0.0,0,2017.56,7714.16,Stayed,Active,Active,South Dakota,83.77352941176471,0,5696.6,3,Married | Male,A - Premium Loyal Customers
Male,36,Yes,0,Los Angeles,90001,33.973616,-118.24902,1,17,No_Offer,No,0.0,No,Yes,Cable,10.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.4,592.75,0.0,0,0.0,592.75,Stayed,Active,Active,California,34.86764705882353,0,592.75,3,Married | Male,E - Churn-Risk New Users
Male,54,No,0,Linden,95236,38.047746,-121.030499,0,69,No_Offer,Yes,17.74,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Bank Withdrawal,19.3,1447.9,0.0,0,1224.06,2671.96,Stayed,Active,Active,New Jersey,20.984057971014494,0,1447.9,0,Single | Male,D - Legacy Phone-Only Users
Male,77,Yes,0,Shandon,93461,35.634488,-120.293534,3,59,No_Offer,No,0.0,No,Yes,Cable,6.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,64.05,3886.85,0.0,0,0.0,3886.85,Stayed,Active,Active,California,65.87881355932203,0,3886.85,6,Married | Male,E - Churn-Risk New Users
Male,37,No,3,Scotia,95565,40.440636,-124.098739,0,1,No_Offer,Yes,17.89,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Credit Card,19.2,19.2,0.0,0,17.89,37.09,Joined,Active,Active,New York,19.2,2,19.2,0,Single | Male,D - Legacy Phone-Only Users
Male,33,Yes,0,San Jose,95117,37.311088,-121.961786,3,32,No_Offer,Yes,47.89,Yes,Yes,Fiber Optic,9.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.85,3145.9,0.0,0,1532.48,4678.38,Stayed,Active,Active,California,98.309375,0,3145.9,5,Married | Male,A - Premium Loyal Customers
Male,69,Yes,0,Acton,93510,34.501452,-118.207862,0,29,No_Offer,Yes,10.55,Yes,Yes,Fiber Optic,2.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.3,2414.55,0.0,0,305.95,2720.5,Stayed,Active,Active,California,83.26034482758621,0,2414.55,2,Married | Male,E - Churn-Risk New Users
Male,24,Yes,0,Pebble Beach,93953,36.587497,-121.944815,0,59,Offer B,Yes,6.91,Yes,Yes,Fiber Optic,52.0,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.55,5084.65,0.0,0,407.69,5492.34,Churned,Competitor,Competitor offered more data,California,86.18050847457627,1,5084.65,3,Married | Male,A - Premium Loyal Customers
Male,42,Yes,1,Los Angeles,90035,34.051809,-118.383843,2,28,Offer C,No,0.0,No,Yes,DSL,19.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,50.8,1386.8,0.0,0,0.0,1386.8,Stayed,Active,Active,California,49.52857142857143,0,1386.8,5,Married | Male,E - Churn-Risk New Users
Male,29,No,0,Mill Creek,96061,40.331975,-121.460674,0,15,Offer D,Yes,44.86,Yes,Yes,Fiber Optic,52.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,76.0,1130.85,0.0,0,672.9,1803.75,Churned,Dissatisfaction,Lack of self-service on Website,Washington,75.39,1,1130.85,2,Single | Male,E - Churn-Risk New Users
Male,64,No,0,Burbank,91502,34.177267,-118.31003,0,50,Offer B,Yes,40.83,No,Yes,Fiber Optic,21.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.5,4747.5,0.0,0,2041.5,6789.0,Stayed,Active,Active,California,94.95,0,4747.5,6,Single | Male,A - Premium Loyal Customers
Female,79,No,0,San Diego,92109,32.787836,-117.232376,0,5,No_Offer,No,0.0,No,Yes,DSL,15.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,45.7,198.0,0.0,0,0.0,198.0,Churned,Competitor,Competitor made better offer,California,39.6,1,198.0,3,Single | Female,E - Churn-Risk New Users
Female,50,Yes,0,Wallace,95254,38.192608,-120.957842,7,14,No_Offer,Yes,4.45,No,Yes,Fiber Optic,16.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.1,1122.4,0.0,0,62.3,1184.7,Stayed,Active,Active,Florida,80.17142857142858,0,1122.4,3,Married | Female,E - Churn-Risk New Users
Female,23,No,0,Newark,94560,37.504133,-122.032347,0,20,Offer D,Yes,10.97,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Bank Withdrawal,19.5,413.0,0.0,0,219.4,632.4,Stayed,Active,Active,New Jersey,20.65,0,413.0,0,Single | Female,D - Legacy Phone-Only Users
Male,58,No,0,El Monte,91731,34.079934,-118.046695,0,3,Offer E,Yes,15.6,No,Yes,Fiber Optic,9.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.0,266.8,0.0,0,46.8,313.6,Joined,Active,Active,California,88.93333333333334,2,266.8,4,Single | Male,E - Churn-Risk New Users
Male,70,No,0,Sierra City,96125,39.600599,-120.636358,0,35,Offer C,Yes,35.1,Yes,Yes,Fiber Optic,29.0,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.45,3474.05,0.0,80,1228.5,4782.55,Churned,Other,Don't know,California,99.25857142857144,1,3474.05,2,Single | Male,C - Data-Capped Digitals
Male,69,Yes,0,San Diego,92121,32.898613,-117.202937,0,6,Offer E,Yes,47.9,No,Yes,Fiber Optic,6.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.75,573.75,0.0,0,287.4,861.15,Churned,Competitor,Competitor made better offer,California,95.625,1,573.75,4,Married | Male,E - Churn-Risk New Users
Male,65,No,0,Beverly Hills,90210,34.099891,-118.414338,0,14,No_Offer,Yes,37.62,Yes,Yes,Fiber Optic,10.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,1273.3,0.0,0,526.68,1799.98,Stayed,Active,Active,California,90.95,0,1273.3,4,Single | Male,E - Churn-Risk New Users
Male,61,No,0,Knights Landing,95645,38.875508,-121.765866,0,23,Offer D,Yes,8.5,Yes,Yes,Fiber Optic,6.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.9,2085.45,0.0,0,195.5,2280.95,Stayed,Active,Active,California,90.67173913043476,0,2085.45,4,Single | Male,E - Churn-Risk New Users
Male,23,Yes,3,Glennville,93226,35.735694,-118.738483,1,71,Offer A,Yes,14.14,No,Yes,Fiber Optic,59.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.65,7288.4,0.0,0,1003.94,8292.34,Stayed,Active,Active,Georgia,102.65352112676057,0,7288.4,7,Married | Male,A - Premium Loyal Customers
Male,58,Yes,0,Five Points,93624,36.397745,-120.119911,1,28,Offer C,Yes,9.62,Yes,Yes,Fiber Optic,24.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,106.1,2847.4,0.0,0,269.36,3116.76,Churned,Dissatisfaction,Service dissatisfaction,Ohio,101.69285714285716,1,2847.4,6,Married | Male,E - Churn-Risk New Users
Female,31,Yes,0,San Diego,92131,32.89325,-117.087091,10,64,No_Offer,Yes,19.22,No,Yes,Fiber Optic,21.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,96.9,6314.35,13.37,0,1230.08,7531.06,Stayed,Active,Active,California,98.66171875,0,6300.9800000000005,6,Married | Female,A - Premium Loyal Customers
Female,56,No,0,Edwards,93523,34.966777,-117.961179,0,3,No_Offer,No,0.0,No,Yes,Cable,25.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.6,155.35,0.0,0,0.0,155.35,Churned,Dissatisfaction,Poor expertise of online support,Colorado,51.78333333333333,1,155.35,5,Single | Female,E - Churn-Risk New Users
Female,23,No,0,San Diego,92130,32.957195,-117.202542,0,34,No_Offer,Yes,7.99,Yes,Yes,Fiber Optic,76.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.8,3587.25,0.0,0,271.66,3858.91,Churned,Competitor,Competitor made better offer,California,105.50735294117646,1,3587.25,7,Single | Female,A - Premium Loyal Customers
Female,51,No,0,Jackson,95642,38.336216,-120.76901,0,1,No_Offer,Yes,43.49,Yes,Yes,Cable,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.95,49.95,0.0,0,43.49,93.44,Churned,Competitor,Competitor had better devices,Mississippi,49.95,1,49.95,1,Single | Female,E - Churn-Risk New Users
Female,70,No,0,Hayward,94542,37.656695,-122.048361,0,33,Offer C,Yes,17.24,Yes,Yes,Fiber Optic,25.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,110.45,3655.45,0.0,70,568.92,4294.37,Churned,Dissatisfaction,Product dissatisfaction,California,110.77121212121212,1,3655.45,6,Single | Female,C - Data-Capped Digitals
Male,38,No,0,Chula Vista,91913,32.64164,-116.985026,0,12,Offer D,Yes,13.88,Yes,Yes,Fiber Optic,8.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.55,1173.55,0.0,0,166.56,1340.11,Stayed,Active,Active,California,97.79583333333332,0,1173.55,4,Single | Male,E - Churn-Risk New Users
Male,75,Yes,0,Palermo,95968,39.435756,-121.552071,7,72,No_Offer,Yes,11.23,Yes,Yes,Fiber Optic,20.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,97.25,7133.1,0.0,0,808.56,7941.66,Stayed,Active,Active,California,99.07083333333334,0,7133.1,5,Married | Male,A - Premium Loyal Customers
Male,65,Yes,0,Petaluma,94954,38.235021,-122.557332,9,36,Offer C,Yes,47.16,No,Yes,DSL,28.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,54.1,1992.85,1.09,0,1697.76,3689.52,Stayed,Active,Active,California,55.35694444444445,0,1991.76,3,Married | Male,A - Premium Loyal Customers
Male,29,No,0,Windsor,95492,38.527297,-122.810044,0,4,No_Offer,Yes,46.53,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Bank Withdrawal,20.2,55.7,0.0,0,186.12,241.82,Stayed,Active,Active,Colorado,13.925,0,55.7,0,Single | Male,D - Legacy Phone-Only Users
Male,24,Yes,0,Fowler,93625,36.625792,-119.672483,6,8,Offer E,Yes,2.38,No,Yes,DSL,53.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,393.45,0.0,0,19.04,412.49,Stayed,Active,Active,California,49.18125,0,393.45,2,Married | Male,E - Churn-Risk New Users
